year,2019,2019,2019,2019,2019,2019,2019,2040,2040,2040,2040,2040,2040,2040,2050,2050,2050,2050,2050,2050,2050
zone,CALA,CNOR,CSUD,NORD,SARD,SICI,SUD,CALA,CNOR,CSUD,NORD,SARD,SICI,SUD,CALA,CNOR,CSUD,NORD,SARD,SICI,SUD
hour,,,,,,,,,,,,,,,,,,,,,
1,596.6498995668725,2260.92012000839,4461.264868058534,15382.64953460661,844.9770991841194,1803.2908281717898,1345.0400000000002,767.3370048400989,2912.2561643172994,5676.706104765989,20005.553647460492,1084.2200222217057,2302.387422088117,1701.632,890.7266465257447,3369.9601664904535,6731.404637445572,22703.94042320206,1264.3609589735245,2711.7622249535643,2041.0200000000002
2,591.7950415500476,2211.8728872210204,4349.3102851686535,15090.767501580598,811.073021413315,1776.6059395852783,1187.66,761.1360567040609,2852.3971021976963,5537.1569625170105,19637.53257359625,1041.1972869890415,2269.9967177796802,1502.528,883.4288085704345,3292.9658065085923,6559.075039835715,22259.569020058687,1213.0659935122126,2669.665415850923,1802.2050000000002
3,539.6956094827481,2150.559361338914,4132.835100377648,14618.275633684645,779.9388464290049,1678.8489725140334,1127.4599999999998,694.9882641599079,2776.3556952658532,5265.145280517918,19034.80086905323,1001.5161327155472,2147.4500201139085,1426.368,804.647456749194,3198.1362525818413,6228.413175293619,21548.419632632183,1166.1648212242599,2520.0039260016897,1710.8549999999998
4,497.3613193986237,2075.0241716715454,3866.418711784394,14176.450542542068,755.6266131165917,1602.8999269580552,1104.24,641.135523479717,2681.724578002991,4929.488519018599,18466.720744057697,970.3679270175547,2052.2513290908023,1396.992,740.7532669726435,3082.4265241046887,5822.511776887048,20888.663255683594,1129.7299248403235,2403.7177554058626,1675.6200000000001
5,485.68188733132433,2042.1721285515446,3740.6429250922647,13982.999352321458,743.4124381322816,1562.968240896988,1056.94,626.1237309355641,2641.4246331462505,4771.990297269392,18216.593397469427,954.6227727440605,2002.699302520141,1337.152,723.306915151403,3031.096892599981,5629.7526454127155,20601.427669304885,1111.538752552371,2341.991478392233,1603.845
6,493.4218873313243,2060.5941543831223,3776.669546004632,14216.411220217407,747.7124381322816,1569.7207118053873,1069.84,635.9157309355642,2667.054839989096,4820.118234520639,18516.861102012444,960.0627727440605,2012.6912626641492,1353.472,735.051915151403,3056.327571407098,5681.432581667334,20949.787056731388,1118.0637525523712,2350.5395628717893,1623.4199999999998
7,511.39874840703624,2158.5887664041725,3986.538574521498,14885.804113203909,770.5526325592928,1613.5946991781639,1041.4500255041614,658.923997547736,2794.681736456425,5089.104330772339,19380.302783822506,989.2836108257208,2070.2098739752714,1317.828606400986,762.0196859502985,3200.7486381039976,5995.821585650907,21946.12001481973,1152.3411662056515,2414.756902426728,1580.0196783847312
8,514.8110354322735,2248.9339387831187,4006.2863992361144,15345.630559697162,797.270690887396,1623.6845295814746,1130.4350892645657,663.3294197517934,2911.6351157053923,5117.101347523814,19970.327624727535,1023.1826622502189,2084.504498571724,1431.0881224034506,767.0939428832638,3334.7294138835596,6022.256055770001,22634.163993863902,1192.7698903016355,2428.2748804884823,1714.2488743465592
9,532.926461381799,2215.8465249725914,4101.991214445109,15344.995303424523,812.0805936738905,1718.7728435204074,1186.7401530249697,686.0705753436789,2871.1038053298753,5240.033665524722,19966.62213041078,1041.7562432093887,2205.768472001063,1503.0036384059151,794.7904290173334,3282.9648017733416,6165.309191227905,22636.600601198443,1215.4336834749954,2571.433603474853,1798.8880703083871
10,587.5224552640248,2310.1387491157493,4401.393622049607,15708.521055087345,878.8703020333738,1919.0502030153184,1265.8402040332933,754.7279383914113,2989.9959984425304,5619.739824525175,20410.771732691217,1125.7649860868983,2459.2231364535082,1603.6208512078867,878.1205633301624,3426.514685406407,6618.548258956858,23206.690041014517,1317.3550629950746,2875.2484970570504,1918.2774270778493
11,661.953875095776,2460.267645688382,4954.773020148482,16259.399682581581,956.7238937366504,2089.086046045852,1286.8952422895356,848.3024570310292,3178.33277089315,6319.597284775062,21084.06813611188,1223.5756261154113,2673.8551497388385,1630.6677608093657,991.7571837770615,3656.1942199386694,7458.54099202462,24070.306700738627,1436.2939943231859,3133.8341355638654,1949.7469446549462
12,726.34272393594,2654.2565422610146,5267.352418247358,16938.0762770498,1017.1295243253294,2191.1818890763852,1473.5052677936972,929.2014497386664,3422.15754334377,6714.814745024949,21920.2874656683,1299.377633760257,2802.53516302417,1867.0243672103513,1090.1202232016153,3952.4287544709314,7933.133725092382,25126.391957319363,1528.680408381953,3289.3247740706797,2232.596623039677
13,767.789001784516,2711.1161802147,5393.311816346234,17075.011516167346,1009.9011743567094,2196.303013117097,1618.8352932978592,981.1049165143226,3492.365046831942,6873.936205274836,22071.97007931522,1289.647325213268,2808.36984740461,2051.1569736113374,1153.6346816038242,4040.733250214216,8124.541458160144,25359.444611804516,1518.3980638060482,3297.8506254131,2452.8063014244085
