Unnamed: 0;Demand;Import limit;Export limit;Import price;Export price;Import emission factor;Export emission factor;Generic production
2022-01-01 00:00:00;;0.0;0.0;100.0;100.0;0.0;0.0;
2022-01-01 01:00:00;11929.0;0.0;0.0;100.0;100.0;0.0;0.0;
2022-01-01 02:00:00;11576.0;0.0;0.0;100.0;100.0;0.0;0.0;
2022-01-01 03:00:00;11081.0;0.0;0.0;100.0;100.0;0.0;0.0;
2022-01-01 04:00:00;10667.0;0.0;0.0;100.0;100.0;0.0;0.0;
2022-01-01 05:00:00;10501.0;0.0;0.0;100.0;100.0;0.0;0.0;
2022-01-01 06:00:00;10718.0;0.0;0.0;100.0;100.0;0.0;0.0;
2022-01-01 07:00:00;11315.0;0.0;0.0;100.0;100.0;0.0;0.0;
2022-01-01 08:00:00;11759.0;0.0;0.0;100.0;100.0;0.0;0.0;
2022-01-01 09:00:00;11790.0;0.0;0.0;100.0;100.0;0.0;0.0;
2022-01-01 10:00:00;12385.0;0.0;0.0;100.0;100.0;0.0;0.0;
2022-01-01 11:00:00;13284.0;0.0;0.0;100.0;100.0;0.0;0.0;
2022-01-01 12:00:00;14318.0;0.0;0.0;100.0;100.0;0.0;0.0;
2022-01-01 13:00:00;14713.0;0.0;0.0;100.0;100.0;0.0;0.0;
2022-01-01 14:00:00;14223.0;0.0;0.0;100.0;100.0;0.0;0.0;
2022-01-01 15:00:00;13464.0;0.0;0.0;100.0;100.0;0.0;0.0;
2022-01-01 16:00:00;13156.0;0.0;0.0;100.0;100.0;0.0;0.0;
2022-01-01 17:00:00;13712.0;0.0;0.0;100.0;100.0;0.0;0.0;
2022-01-01 18:00:00;15106.0;0.0;0.0;100.0;100.0;0.0;0.0;
2022-01-01 19:00:00;15631.0;0.0;0.0;100.0;100.0;0.0;0.0;
2022-01-01 20:00:00;15888.0;0.0;0.0;100.0;100.0;0.0;0.0;
2022-01-01 21:00:00;15440.0;0.0;0.0;100.0;100.0;0.0;0.0;
2022-01-01 22:00:00;14751.0;0.0;0.0;100.0;100.0;0.0;0.0;
2022-01-01 23:00:00;13632.0;0.0;0.0;100.0;100.0;0.0;0.0;
2022-01-02 00:00:00;12421.0;0.0;0.0;100.0;100.0;0.0;0.0;
2022-01-02 01:00:00;11601.0;0.0;0.0;100.0;100.0;0.0;0.0;
2022-01-02 02:00:00;11044.0;0.0;0.0;100.0;100.0;0.0;0.0;
2022-01-02 03:00:00;10734.0;0.0;0.0;100.0;100.0;0.0;0.0;
2022-01-02 04:00:00;10672.0;0.0;0.0;100.0;100.0;0.0;0.0;
2022-01-02 05:00:00;10939.0;0.0;0.0;100.0;100.0;0.0;0.0;
2022-01-02 06:00:00;11915.0;0.0;0.0;100.0;100.0;0.0;0.0;
2022-01-02 07:00:00;14096.0;0.0;0.0;100.0;100.0;0.0;0.0;
2022-01-02 08:00:00;16355.0;0.0;0.0;100.0;100.0;0.0;0.0;
2022-01-02 09:00:00;18037.0;0.0;0.0;100.0;100.0;0.0;0.0;
2022-01-02 10:00:00;19269.0;0.0;0.0;100.0;100.0;0.0;0.0;
2022-01-02 11:00:00;19676.0;0.0;0.0;100.0;100.0;0.0;0.0;
2022-01-02 12:00:00;19770.0;0.0;0.0;100.0;100.0;0.0;0.0;
2022-01-02 13:00:00;19682.0;0.0;0.0;100.0;100.0;0.0;0.0;
2022-01-02 14:00:00;19058.0;0.0;0.0;100.0;100.0;0.0;0.0;
2022-01-02 15:00:00;18765.0;0.0;0.0;100.0;100.0;0.0;0.0;
2022-01-02 16:00:00;18696.0;0.0;0.0;100.0;100.0;0.0;0.0;
2022-01-02 17:00:00;19009.0;0.0;0.0;100.0;100.0;0.0;0.0;
2022-01-02 18:00:00;19744.0;0.0;0.0;100.0;100.0;0.0;0.0;
2022-01-02 19:00:00;19587.0;0.0;0.0;100.0;100.0;0.0;0.0;
2022-01-02 20:00:00;19411.0;0.0;0.0;100.0;100.0;0.0;0.0;
2022-01-02 21:00:00;18237.0;0.0;0.0;100.0;100.0;0.0;0.0;
2022-01-02 22:00:00;16794.0;0.0;0.0;100.0;100.0;0.0;0.0;
2022-01-02 23:00:00;15171.0;0.0;0.0;100.0;100.0;0.0;0.0;
2022-01-03 00:00:00;13735.0;0.0;0.0;100.0;100.0;0.0;0.0;
2022-01-03 01:00:00;12585.0;0.0;0.0;100.0;100.0;0.0;0.0;
2022-01-03 02:00:00;11930.0;0.0;0.0;100.0;100.0;0.0;0.0;
2022-01-03 03:00:00;11549.0;0.0;0.0;100.0;100.0;0.0;0.0;
2022-01-03 04:00:00;11456.0;0.0;0.0;100.0;100.0;0.0;0.0;
2022-01-03 05:00:00;11640.0;0.0;0.0;100.0;100.0;0.0;0.0;
2022-01-03 06:00:00;12492.0;0.0;0.0;100.0;100.0;0.0;0.0;
2022-01-03 07:00:00;14608.0;0.0;0.0;100.0;100.0;0.0;0.0;
2022-01-03 08:00:00;17035.0;0.0;0.0;100.0;100.0;0.0;0.0;
2022-01-03 09:00:00;18881.0;0.0;0.0;100.0;100.0;0.0;0.0;
2022-01-03 10:00:00;20068.0;0.0;0.0;100.0;100.0;0.0;0.0;
2022-01-03 11:00:00;20347.0;0.0;0.0;100.0;100.0;0.0;0.0;
2022-01-03 12:00:00;20492.0;0.0;0.0;100.0;100.0;0.0;0.0;
2022-01-03 13:00:00;19972.0;0.0;0.0;100.0;100.0;0.0;0.0;
2022-01-03 14:00:00;19393.0;0.0;0.0;100.0;100.0;0.0;0.0;
2022-01-03 15:00:00;19165.0;0.0;0.0;100.0;100.0;0.0;0.0;
2022-01-03 16:00:00;18933.0;0.0;0.0;100.0;100.0;0.0;0.0;
2022-01-03 17:00:00;19005.0;0.0;0.0;100.0;100.0;0.0;0.0;
2022-01-03 18:00:00;19840.0;0.0;0.0;100.0;100.0;0.0;0.0;
2022-01-03 19:00:00;19865.0;0.0;0.0;100.0;100.0;0.0;0.0;
2022-01-03 20:00:00;19675.0;0.0;0.0;100.0;100.0;0.0;0.0;
2022-01-03 21:00:00;18394.0;0.0;0.0;100.0;100.0;0.0;0.0;
2022-01-03 22:00:00;16983.0;0.0;0.0;100.0;100.0;0.0;0.0;
2022-01-03 23:00:00;15283.0;0.0;0.0;100.0;100.0;0.0;0.0;
